,medio,fecha,titulo
77,La Izquierda Diario,2019-09-22 00:00:00,Cristina Fernández presentó su libro en La Matanza
78,La Izquierda Diario,2019-09-22 00:00:00,El FIT Unidad amplió sus bancas en el Concejo Deliberante en Neuquén
79,La Izquierda Diario,2019-09-22 00:00:00,El MIR y el Gobierno de Allende: apuntes para un balance estratégico
80,La Izquierda Diario,2019-09-22 00:00:00,"El recomendado de la semana: Picado fino, de Esteban Sapir"
81,La Izquierda Diario,2019-09-22 00:00:00,Gimnasia homenajeó a las Madres de Plaza de Mayo
82,La Izquierda Diario,2019-09-22 00:00:00,Julieta Katcoff: “Queremos fortalecer una alternativa de izquierda en la ciudad”
83,La Izquierda Diario,2019-09-22 00:00:00,No será magia: indicios de lo que se viene
84,La Izquierda Diario,2019-09-22 00:00:00,Reperfilamiento: ministro de Urtubey confirma que se usaron fondos públicos de la provincia
85,La Izquierda Diario,2019-09-22 00:00:00,Salta: primera en trabajo no registrado y tercera en desocupación del país
86,La Izquierda Diario,2019-09-22 00:00:00,Seguí acá los resultados de las elecciones municipales de Neuquén
87,La Nación,2019-09-22 00:30:00,Cómo usar deepfakes para ocultar tu identidad mejor que con el pixelado
88,La Nación,2019-09-22 00:30:00,"La imaginación, el oscuro secreto del oficio científico"
89,La Nación,2019-09-22 09:23:00,Maratón de Buenos Aires 2019: el keniata Evans Chebet ganó los 42K
90,Prensa Obrera,2019-09-22 18:58:46,Alberto Fernández ataca a los porteños
91,La Nación,2019-09-22 20:30:00,"En Washington, el arte ofrece una mirada distinta al drama migratorio"
92,Clarin,2019-09-23 00:00:00,Horóscopo semanal: predicciones del 23 al 29 de septiembre para todos los signos
93,Clarin,2019-09-23 00:00:00,La segunda mitad: guía básica para vivir la nueva longevidad
94,Clarin,2019-09-23 00:00:00,Emmy 2019: las tendencias de moda que dejó la alfombra roja
95,Clarin,2019-09-23 00:00:00,Joey King: la it girl que se animó a contar una tragedia
96,Clarin,2019-09-23 00:00:00,Acusan al ex jefe de Nissan de ocultar US$ 140 millones a inversores
97,Clarin,2019-09-23 00:00:00,Las imágenes de la limpieza de la imponente araña del Teatro Colón
98,Clarin,2019-09-23 00:00:00,¿Otra historia oficial?: la gran historiadora refuta las polémicas revisiones de H. González
99,Clarin,2019-09-23 00:00:00,Tres jornadas para celebrar la investigación en arte
100,Clarin,2019-09-23 00:00:00,Una muestra revela la influencia de Freud en la cultura argentina
101,Clarin,2019-09-23 00:00:00,"Se vende la primera foto de Banksy, otra pieza enigmática"
102,Clarin,2019-09-23 00:00:00,Las fotos de las armas y droga incautada a los 10 barras de River que iban a enfrentarse con la facción disidente
103,Clarin,2019-09-23 00:00:00,Las fotos del paso de Diego Maradona por Córdoba para Talleres Gimnasia
104,Clarin,2019-09-23 00:00:00,Las mejores imágenes de la Gala con Lionel Messi como ganador al mejor futbolista del año
105,Clarin,2019-09-23 00:00:00,Todos los looks de la alfombra roja de la entrega de los Premios Sur
106,Clarin,2019-09-23 00:00:00,Los looks de la alfombra verde en la gran noche de la moda ecológica
107,Clarin,2019-09-23 00:00:00,"Las fotos de más 600.000 turistas varados, por el gigante turístico británico Thomas Cook, que entró en quiebra"
108,Clarin,2019-09-23 00:00:00,"En fotos: Harry y Meghan y su bebe Archie en Sudáfrica, danza y música en la calle"
109,Clarin,2019-09-23 00:00:00,"Turquía planea inundar la ciudad milenaria de Hasankeyf, de 10.000 años de antigüedad, como parte del proyecto de una represa"
110,Clarin,2019-09-23 00:00:00,El cura Grassi hoy: un preso solitario y sin amigos que sólo hace cuentas para ver cuándo va a salir
111,InfoBAE,2019-09-23 00:00:00,Así votó Lionel Messi en los premios The Best: su curiosa elección en el rubro mejor jugador y el reconocimiento a Marcelo Gallardo
112,InfoBAE,2019-09-23 00:00:00,La reacción de la mejor jugadora del mundo cuando Messi pasó caminando a su lado en la gala de The Best
113,InfoBAE,2019-09-23 00:00:00,Lionel Messi ganó por primera vez el premio The Best al mejor futbolista del mundo: los detalles de su especial dedicatoria
114,InfoBAE,2019-09-23 00:00:00,Buena noticia para River: se postergó el viaje de Ponzio a España y podría estar en el Superclásico
115,InfoBAE,2019-09-23 00:00:00,"Dura crítica de la Conmebol a Lionel Messi: ""Fomentó el odio y desprecio hacia la institución"""
116,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
117,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
118,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
119,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
120,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
121,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
122,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
123,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
124,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
125,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
126,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
127,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
128,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
129,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
130,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
131,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
132,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
133,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
134,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
135,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
136,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
137,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
138,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
139,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
140,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
141,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
142,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
143,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
144,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
145,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
146,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
147,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
148,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
149,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
150,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
151,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
152,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
153,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
154,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
155,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
156,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
157,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
158,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
159,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
160,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
161,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
162,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
163,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
164,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
165,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
166,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
167,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
168,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
169,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
170,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
171,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
172,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
173,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
174,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
175,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
176,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
177,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
178,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
179,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
180,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
181,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
182,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
183,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
184,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
185,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
186,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
187,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
188,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
189,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
190,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
191,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
192,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
193,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
194,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
195,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
196,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
197,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
198,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
199,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
200,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
201,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
202,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
203,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
204,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
205,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
206,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
207,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
208,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
209,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
210,InfoBAE,2019-09-23 00:00:00,El VAR de Infobae: una fecha en la que los árbitros fueron protagonistas por sus errores
211,InfoBAE,2019-09-23 00:00:00,"Con un penal polémico, Gimnasia cayó ante Talleres en la segunda presentación de Maradona en la Superliga"
212,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
213,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
214,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
215,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
216,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
217,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
218,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
219,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
220,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
221,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
222,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
223,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
224,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
225,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
226,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
227,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
228,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
229,InfoBAE,2019-09-23 00:00:00,"Armas, drogas, banderas y entradas: 53 fotos de los elementos que le incautaron a la barra de River"
230,Cronista,2019-09-23 00:00:00,"Estrenos de Netflix en octubre: qué series, películas y documentales llegan a la plataforma"
231,Cronista,2019-09-23 00:00:00,Este sábado se juega la Copa de Golf Diplomática en San Diego
232,Cronista,2019-09-23 00:00:00,Los premios entregados en la fecha de Luján
233,Cronista,2019-09-23 00:00:00,Los 5 datos que tienen que tener en cuenta los mercados
234,La Nación,2019-09-23 00:00:00,Filba a la vista: nuevos formatos y los éxitos de siempre en una edición que fuerza los límites
235,La Nación,2019-09-23 00:00:00,Catalinas: la reconversión del polo corporativo
236,La Nación,2019-09-23 00:00:00,Diabetes: detectan signos del tipo 2 en chicos de hasta ocho años y lo vinculan con la obesidad
237,La Nación,2019-09-23 00:00:00,Diabetes: las soluciones en estudio que podrían llegar en los próximos años
238,Perfil,2019-09-23 00:00:00,Equinoccio de primavera: ¿equilibrio o desequilibrio?
239,Perfil,2019-09-23 00:00:00,Qué es el té matcha y cómo puede beneficiar la salud
240,Perfil,2019-09-23 00:00:00,Por qué el Toyota Hiace es un modelo pensado para uso comercial
241,Perfil,2019-09-23 00:00:00,"Gane quien gane, habrá FMI por mucho tiempo"
242,Perfil,2019-09-23 00:00:00,ANSES anunció el calendario de pagos de la semana
243,Perfil,2019-09-23 00:00:00,32º Expo Nacional Hereford en Bahía Blanca
244,Perfil,2019-09-23 00:00:00,Alerta por trigo en malas condiciones
245,Perfil,2019-09-23 00:00:00,La AFIP estableció un régimen de percepción del IVA para la venta de carne
246,Perfil,2019-09-23 00:00:00,La primavera llena de color los Parques Nacionales
247,Perfil,2019-09-23 00:00:00,DC Super Hero Girls está buenísima!
248,Perfil,2019-09-23 00:00:00,Una taverna de Inglaterra creó un menú contra el desperdicio de alimentos
249,Perfil,2019-09-23 00:00:00,Nepal: “bed and breakfast” en casas tradicionales en lugar de hoteles
250,Perfil,2019-09-23 00:00:00,La quiebra de ‘Thomas Cook’ provoca la repatriación de miles de turistas
251,Perfil,2019-09-23 00:00:00,Una neoyorquina captura con su cámara las tierras arrasadas por el cambio climático
252,Perfil,2019-09-23 00:00:00,Alemania es un paraíso de las compras de lujo (gracias a los chinos)
253,Perfil,2019-09-23 00:00:00,"Alemania vive la Oktoberfest, la fiesta más grande del mundo"
254,La Izquierda Diario,2019-09-23 00:00:00,Aborto no punible: el caso de Lucía llega a la Corte Interamericana de Derechos Humanos
